,BTC,ETH,USDT,USDC,BNB,XRP,BUSD,DOGE,ADA,MATIC,timestamp,ValueCategory
1220,17530.62,1360.44,1.02,1.0,286.49,0.361,1.0,0.07958,0.3277,0.8852,2023-01-09 16:00:03.906241,Price in $
1221,16590.0,7510.0,27950.0,3430.0,803.0,1240.0,6350.0,734.0,892.0,441.0,2023-01-09 16:00:03.913312,24h Volume in M$
1222,1.72,4.94,-0.26,0.01,5.01,3.61,-0.09,8.09,11.48,6.57,2023-01-09 16:00:03.919309,24h Change in %
1223,333940.0,163960.0,66260.0,44000.0,45020.0,18000.0,16340.0,10430.0,11120.0,7590.0,2023-01-09 16:00:03.925529,Market Cap in M$
1224,17553.37,1364.16,1.02,1.0,286.12,0.36,1.0,0.07942,0.3299,0.8862,2023-01-09 16:30:04.159524,Price in $
1225,16600.0,7570.0,28170.0,3440.0,800.0,1250.0,6400.0,746.0,897.0,442.0,2023-01-09 16:30:04.166036,24h Volume in M$
1226,1.94,5.61,0.01,0.0,5.74,3.98,-0.16,8.52,12.14,7.21,2023-01-09 16:30:04.171709,24h Change in %
1227,334030.0,164030.0,66270.0,44010.0,44840.0,17930.0,16329.0,10380.0,11140.0,7580.0,2023-01-09 16:30:04.177575,Market Cap in M$
1228,17556.52,1359.82,1.02,1.0,287.37,0.3601,1.0,0.07957,0.329,0.8871,2023-01-09 17:00:07.532373,Price in $
1229,16870.0,7680.0,28780.0,3450.0,805.0,1270.0,6570.0,771.0,905.0,455.0,2023-01-09 17:00:07.539251,24h Volume in M$
1230,2.15,5.83,0.01,0.01,6.04,4.19,-0.14,9.31,12.34,7.98,2023-01-09 17:00:07.544972,24h Change in %
1231,334230.0,163750.0,66270.0,44010.0,45090.0,17960.0,16329.0,10420.0,11140.0,7600.0,2023-01-09 17:00:07.551023,Market Cap in M$
1232,17591.4,1365.8,1.02,1.0,287.92,0.3597,1.0,0.07981,0.3283,0.8917,2023-01-09 17:30:03.883852,Price in $
1233,17050.0,7720.0,29280.0,3430.0,813.0,1290.0,6740.0,795.0,898.0,463.0,2023-01-09 17:30:03.890364,24h Volume in M$
1234,2.25,6.07,0.02,0.01,6.35,4.39,-0.13,9.19,10.84,7.99,2023-01-09 17:30:03.896151,24h Change in %
1235,334640.0,164310.0,66270.0,44010.0,45140.0,17930.0,16340.0,10430.0,11100.0,7610.0,2023-01-09 17:30:03.901957,Market Cap in M$
1236,17593.41,1365.44,1.02,1.0,287.62,0.3607,1.0,0.07975,0.3291,0.8897,2023-01-09 18:00:07.943489,Price in $
1237,17320.0,7800.0,29780.0,3490.0,819.0,1300.0,6890.0,811.0,887.0,469.0,2023-01-09 18:00:07.950298,24h Volume in M$
1238,2.38,6.14,0.01,0.01,6.27,4.8,-0.16,9.51,11.41,8.27,2023-01-09 18:00:07.956131,24h Change in %
1239,334690.0,164160.0,66270.0,44010.0,45060.0,17980.0,16329.0,10420.0,11120.0,7610.0,2023-01-09 18:00:07.962291,Market Cap in M$
1240,17624.48,1364.84,1.02,1.0,287.43,0.3613,1.0,0.07942,0.3265,0.8899,2023-01-09 18:30:04.163526,Price in $
1241,17510.0,7860.0,30050.0,3520.0,819.0,1310.0,6980.0,819.0,884.0,472.0,2023-01-09 18:30:04.169950,24h Volume in M$
1242,2.51,6.03,-0.0,-0.01,6.01,4.77,-0.2,9.11,10.71,8.17,2023-01-09 18:30:04.175507,24h Change in %
1243,335290.0,164180.0,66250.0,43780.0,45060.0,17990.0,16320.0,10400.0,11040.0,7620.0,2023-01-09 18:30:04.181348,Market Cap in M$
1244,17582.81,1357.31,1.02,1.0,283.67,0.3588,1.0,0.07872,0.3232,0.8762,2023-01-09 19:00:05.763850,Price in $
1245,17840.0,7970.0,30570.0,3550.0,827.0,1330.0,7150.0,832.0,895.0,483.0,2023-01-09 19:00:05.779271,24h Volume in M$
1246,2.35,5.55,0.03,0.0,4.7,4.01,-0.18,8.09,9.95,6.48,2023-01-09 19:00:05.792349,24h Change in %
1247,334610.0,163330.0,66270.0,43790.0,44470.0,17870.0,16329.0,10300.0,10940.0,7500.0,2023-01-09 19:00:05.807294,Market Cap in M$
1248,17564.07,1355.4,1.02,1.0,283.26,0.3599,1.0,0.07848,0.3231,0.8729,2023-01-09 19:30:04.760117,Price in $
1249,18090.0,8090.0,30910.0,3600.0,837.0,1340.0,7240.0,841.0,909.0,489.0,2023-01-09 19:30:04.766671,24h Volume in M$
1250,2.25,5.33,0.03,0.01,4.51,4.63,-0.15,7.84,9.13,5.98,2023-01-09 19:30:04.772300,24h Change in %
1251,334410.0,163150.0,66280.0,43790.0,44430.0,17960.0,16329.0,10270.0,10920.0,7480.0,2023-01-09 19:30:04.778229,Market Cap in M$
1252,17541.25,1353.73,1.02,1.0,282.46,0.3618,1.0,0.0782,0.3224,0.8709,2023-01-09 20:00:04.941890,Price in $
1253,18250.0,8160.0,31140.0,3600.0,831.0,1360.0,7320.0,845.0,915.0,492.0,2023-01-09 20:00:04.949829,24h Volume in M$
1254,2.14,5.28,0.02,0.02,3.66,4.87,-0.13,7.39,9.08,5.55,2023-01-09 20:00:04.957763,24h Change in %
1255,334020.0,163000.0,66270.0,43790.0,44340.0,18040.0,16329.0,10250.0,10920.0,7460.0,2023-01-09 20:00:04.964161,Market Cap in M$
1256,17490.25,1348.92,1.02,1.0,280.3,0.3578,1.0,0.07733,0.3217,0.8631,2023-01-09 20:30:03.941700,Price in $
1257,18480.0,8210.0,31330.0,3630.0,744.0,1380.0,7310.0,861.0,918.0,498.0,2023-01-09 20:30:03.948295,24h Volume in M$
1258,1.67,4.56,0.02,0.0,2.2,3.41,-0.1,5.41,8.23,4.02,2023-01-09 20:30:03.953783,24h Change in %
1259,332860.0,162300.0,66270.0,43550.0,43960.0,17830.0,16329.0,10120.0,10870.0,7390.0,2023-01-09 20:30:03.959555,Market Cap in M$
1260,17431.72,1341.95,1.02,1.0,277.6,0.3547,1.0,0.07676,0.3179,0.8585,2023-01-09 21:00:06.158272,Price in $
1261,18680.0,8280.0,31460.0,3660.0,740.0,1390.0,7360.0,863.0,923.0,495.0,2023-01-09 21:00:06.169776,24h Volume in M$
1262,1.24,3.68,0.01,0.01,0.62,2.27,-0.06,3.56,6.2,2.32,2023-01-09 21:00:06.184553,24h Change in %
1263,331680.0,161300.0,66270.0,43550.0,43490.0,17660.0,16329.0,10020.0,10730.0,7340.0,2023-01-09 21:00:06.191005,Market Cap in M$
1264,17476.14,1347.69,1.02,1.0,279.26,0.356,1.0,0.07724,0.3205,0.8633,2023-01-09 21:30:04.018285,Price in $
1265,18880.0,8320.0,31640.0,3690.0,820.0,1410.0,7490.0,859.0,931.0,494.0,2023-01-09 21:30:04.024979,24h Volume in M$
1266,1.52,4.29,0.01,0.01,1.48,2.82,-0.1,5.08,7.7,3.25,2023-01-09 21:30:04.030405,24h Change in %
1267,332510.0,162080.0,66270.0,43550.0,43780.0,17740.0,16329.0,10100.0,10840.0,7390.0,2023-01-09 21:30:04.036252,Market Cap in M$
1268,17412.84,1340.63,1.02,1.0,277.34,0.3525,1.0,0.07627,0.3206,0.8593,2023-01-09 22:00:07.500437,Price in $
1269,19080.0,8370.0,31880.0,3720.0,818.0,1420.0,7560.0,869.0,953.0,496.0,2023-01-09 22:00:07.507432,24h Volume in M$
1270,1.22,3.81,0.02,-0.01,0.8,2.01,-0.1,3.76,8.03,3.16,2023-01-09 22:00:07.513444,24h Change in %
1271,331430.0,161300.0,66270.0,43550.0,43510.0,17570.0,16329.0,9980.0,10840.0,7360.0,2023-01-09 22:00:07.519653,Market Cap in M$
1272,17442.46,1346.06,1.02,1.0,278.17,0.3542,1.0,0.07676,0.3232,0.8625,2023-01-09 22:30:04.033091,Price in $
1273,19140.0,8380.0,31990.0,3740.0,820.0,1430.0,7600.0,869.0,960.0,495.0,2023-01-09 22:30:04.039754,24h Volume in M$
1274,1.36,4.21,0.02,0.0,0.85,2.34,-0.07,3.76,8.71,3.14,2023-01-09 22:30:04.045283,24h Change in %
1275,331960.0,161930.0,66280.0,43580.0,43580.0,17680.0,16329.0,10040.0,10920.0,7380.0,2023-01-09 22:30:04.051100,Market Cap in M$
1276,17433.91,1344.23,1.02,1.0,278.7,0.355,1.0,0.07702,0.3259,0.8618,2023-01-09 23:00:05.502894,Price in $
1277,19190.0,8410.0,32070.0,3750.0,823.0,1440.0,7640.0,869.0,964.0,495.0,2023-01-09 23:00:05.509606,24h Volume in M$
1278,1.27,4.05,0.02,0.0,0.36,2.16,-0.08,3.98,9.4,2.95,2023-01-09 23:00:05.515479,24h Change in %
1279,331800.0,161740.0,66280.0,43580.0,43700.0,17710.0,16329.0,10070.0,10990.0,7380.0,2023-01-09 23:00:05.522288,Market Cap in M$
1280,17411.04,1343.05,1.02,1.0,277.76,0.3532,1.0,0.07657,0.3223,0.8591,2023-01-09 23:30:02.895398,Price in $
1281,18810.0,8070.0,31610.0,3680.0,793.0,1430.0,7530.0,858.0,955.0,474.0,2023-01-09 23:30:02.903081,24h Volume in M$
1282,0.83,2.73,-0.19,0.0,-0.54,1.18,-0.08,2.94,7.43,-0.2,2023-01-09 23:30:02.909344,24h Change in %
1283,331370.0,161570.0,66280.0,43580.0,43550.0,17620.0,16329.0,10010.0,10920.0,7350.0,2023-01-09 23:30:02.916217,Market Cap in M$
1284,17427.68,1344.39,1.02,1.0,278.24,0.3541,1.0,0.07684,0.3241,0.8612,2023-01-10 00:00:05.266790,Price in $
1285,18710.0,8020.0,31440.0,3650.0,786.0,1420.0,7490.0,855.0,959.0,466.0,2023-01-10 00:00:05.282567,24h Volume in M$
1286,0.7,2.68,-0.06,-0.0,-0.38,1.09,-0.01,3.26,8.05,0.52,2023-01-10 00:00:05.292921,24h Change in %
1287,331610.0,161910.0,66360.0,43580.0,43670.0,17700.0,16329.0,10060.0,10970.0,7380.0,2023-01-10 00:00:05.308156,Market Cap in M$
1288,17413.98,1339.35,1.02,1.0,277.74,0.3528,1.0,0.07655,0.322,0.8576,2023-01-10 00:30:05.244672,Price in $
1289,19150.0,8410.0,32040.0,3760.0,813.0,1440.0,7630.0,868.0,966.0,496.0,2023-01-10 00:30:05.251432,24h Volume in M$
1290,1.13,3.53,0.03,-0.0,-0.27,1.34,-0.04,3.08,8.44,2.18,2023-01-10 00:30:05.257033,24h Change in %
1291,331560.0,161260.0,66280.0,43580.0,43580.0,17620.0,16329.0,10030.0,10910.0,7350.0,2023-01-10 00:30:05.263172,Market Cap in M$
1292,17443.8,1347.82,1.02,1.0,281.3,0.3568,1.0,0.0784,0.3258,0.8686,2023-01-10 01:00:05.403862,Price in $
1293,17850.0,7710.0,30300.0,3560.0,750.0,1390.0,7210.0,837.0,915.0,449.0,2023-01-10 01:00:05.410721,24h Volume in M$
1294,0.39,2.68,0.01,0.0,-0.15,2.06,-0.01,3.55,6.56,1.34,2023-01-10 01:00:05.416829,24h Change in %
1295,331860.0,162110.0,66270.0,43720.0,44100.0,17800.0,16329.0,10190.0,11020.0,7430.0,2023-01-10 01:00:05.423217,Market Cap in M$
1296,17435.96,1347.33,1.02,1.0,280.1,0.354,1.0,0.07785,0.3256,0.8648,2023-01-10 01:30:04.099352,Price in $
1297,17620.0,7650.0,29740.0,3470.0,713.0,1360.0,7080.0,829.0,825.0,439.0,2023-01-10 01:30:04.106070,24h Volume in M$
1298,0.25,2.53,-0.11,-0.0,-0.98,0.03,-0.02,3.22,0.17,0.62,2023-01-10 01:30:04.111763,24h Change in %
1299,331750.0,162150.0,66280.0,43720.0,43910.0,17680.0,16329.0,10190.0,11020.0,7410.0,2023-01-10 01:30:04.117679,Market Cap in M$
1300,17434.24,1347.1,1.02,1.0,280.21,0.3535,1.0,0.0777,0.3246,0.8646,2023-01-10 02:00:05.831440,Price in $
1301,17460.0,7560.0,29350.0,3430.0,687.0,1340.0,6960.0,826.0,771.0,424.0,2023-01-10 02:00:05.852654,24h Volume in M$
1302,0.09,2.23,-0.1,-0.01,-1.73,-0.62,0.02,2.27,-6.91,-0.78,2023-01-10 02:00:05.868275,24h Change in %
1303,331770.0,162100.0,66280.0,43710.0,43920.0,17650.0,16329.0,10170.0,10970.0,7400.0,2023-01-10 02:00:05.875382,Market Cap in M$
1304,17414.78,1345.74,1.02,1.0,279.39,0.3525,1.0,0.07719,0.3225,0.8619,2023-01-10 02:30:03.457997,Price in $
1305,17170.0,7390.0,28800.0,3370.0,666.0,1300.0,6820.0,806.0,663.0,404.0,2023-01-10 02:30:03.464670,24h Volume in M$
1306,-0.14,1.69,-0.1,-0.01,-2.18,-0.89,0.01,1.39,-5.19,-1.63,2023-01-10 02:30:03.470264,24h Change in %
1307,331420.0,161960.0,66280.0,43630.0,43810.0,17600.0,16379.0,10110.0,10920.0,7380.0,2023-01-10 02:30:03.476191,Market Cap in M$
1308,17417.45,1343.97,1.02,1.0,278.28,0.3511,1.0,0.07612,0.3178,0.8588,2023-01-10 03:00:06.298501,Price in $
1309,17040.0,7170.0,28530.0,3310.0,621.0,1290.0,6710.0,814.0,659.0,399.0,2023-01-10 03:00:06.305795,24h Volume in M$
1310,-0.08,1.02,-0.1,-0.0,-2.32,-1.39,0.0,0.09,-5.92,-1.72,2023-01-10 03:00:06.311756,24h Change in %
1311,331410.0,161660.0,66270.0,43630.0,43630.0,17520.0,16370.0,9950.0,10720.0,7350.0,2023-01-10 03:00:06.323651,Market Cap in M$
1312,17427.36,1344.71,1.02,1.0,278.31,0.3519,1.0,0.07637,0.3184,0.8601,2023-01-10 03:30:03.584214,Price in $
1313,16940.0,7070.0,28350.0,3260.0,616.0,1290.0,6680.0,813.0,648.0,395.0,2023-01-10 03:30:03.590813,24h Volume in M$
1314,-0.04,1.14,0.0,-0.01,-2.1,-1.11,-0.03,0.41,-5.21,-1.46,2023-01-10 03:30:03.596341,24h Change in %
1315,331560.0,161780.0,66270.0,43630.0,43660.0,17560.0,16370.0,9970.0,10770.0,7360.0,2023-01-10 03:30:03.602208,Market Cap in M$
1316,17426.09,1344.2,1.02,1.0,278.35,0.3518,1.0,0.07633,0.3182,0.8602,2023-01-10 04:00:06.575458,Price in $
1317,16890.0,7030.0,28270.0,3240.0,616.0,1280.0,6660.0,814.0,645.0,394.0,2023-01-10 04:00:06.583896,24h Volume in M$
1318,-0.11,0.78,-0.01,-0.01,-2.35,-1.42,-0.04,0.17,-5.38,-1.66,2023-01-10 04:00:06.589835,24h Change in %
1319,331530.0,161730.0,66270.0,43630.0,43650.0,17560.0,16370.0,9980.0,10760.0,7360.0,2023-01-10 04:00:06.596104,Market Cap in M$
1320,17436.87,1347.19,1.02,1.0,278.83,0.3528,1.0,0.07673,0.3192,0.8645,2023-01-10 04:30:03.472587,Price in $
1321,16730.0,6910.0,28030.0,3180.0,611.0,1270.0,6600.0,804.0,636.0,389.0,2023-01-10 04:30:03.479277,24h Volume in M$
1322,-0.05,1.17,-0.01,-0.0,-1.96,-1.21,-0.03,0.37,-5.45,-1.85,2023-01-10 04:30:03.484803,24h Change in %
1323,331750.0,162080.0,66270.0,43880.0,43750.0,17630.0,16370.0,10030.0,10800.0,7400.0,2023-01-10 04:30:03.490617,Market Cap in M$
1324,17452.73,1350.36,1.02,1.0,279.99,0.3527,1.0,0.07711,0.3219,0.867,2023-01-10 05:00:05.991858,Price in $
1325,16600.0,6880.0,27850.0,3170.0,610.0,1260.0,6560.0,802.0,632.0,384.0,2023-01-10 05:00:05.998777,24h Volume in M$
1326,-0.1,1.26,-0.01,-0.01,-1.61,-1.22,-0.07,0.91,-4.52,-1.42,2023-01-10 05:00:06.005210,24h Change in %
1327,331910.0,162470.0,66270.0,43880.0,43910.0,17610.0,16360.0,10070.0,10880.0,7420.0,2023-01-10 05:00:06.011893,Market Cap in M$
1328,17443.5,1346.94,1.02,1.0,279.38,0.3522,1.0,0.07689,0.3218,0.8643,2023-01-10 05:30:03.619134,Price in $
1329,16530.0,6910.0,27790.0,3180.0,609.0,1250.0,6550.0,801.0,628.0,382.0,2023-01-10 05:30:03.626002,24h Volume in M$
1330,-0.15,0.96,0.01,-0.0,-1.93,-1.38,0.01,0.16,-4.64,-1.87,2023-01-10 05:30:03.631795,24h Change in %
1331,332030.0,162120.0,66270.0,43880.0,43820.0,17580.0,16370.0,10060.0,10890.0,7400.0,2023-01-10 05:30:03.637799,Market Cap in M$
1332,17456.38,1349.36,1.02,1.0,279.85,0.3533,1.0,0.07716,0.3223,0.8659,2023-01-10 06:00:07.291596,Price in $
1333,16500.0,6960.0,27820.0,3190.0,610.0,1250.0,6560.0,800.0,627.0,381.0,2023-01-10 06:00:07.298624,24h Volume in M$
1334,-0.01,1.2,0.01,-0.02,-1.71,-0.77,-0.01,0.6,-4.45,-1.21,2023-01-10 06:00:07.304415,24h Change in %
1335,332140.0,162350.0,66270.0,43880.0,43890.0,17640.0,16370.0,10090.0,10900.0,7410.0,2023-01-10 06:00:07.310457,Market Cap in M$
1336,17353.96,1348.01,1.02,1.0,278.86,0.3536,1.0,0.07716,0.3207,0.8614,2023-01-10 06:30:04.508479,Price in $
1337,16329.0,6900.0,27570.0,3160.0,606.0,1250.0,6480.0,791.0,617.0,376.0,2023-01-10 06:30:04.515210,24h Volume in M$
1338,0.07,1.26,-0.01,-0.0,-1.24,-0.72,-0.02,1.38,-3.3,-0.76,2023-01-10 06:30:04.520785,24h Change in %
1339,332130.0,162200.0,66270.0,43890.0,43990.0,17650.0,16370.0,10090.0,10910.0,7420.0,2023-01-10 06:30:04.526735,Market Cap in M$
1340,17333.25,1347.31,1.02,1.0,278.39,0.3532,1.0,0.07696,0.3199,0.8609,2023-01-10 07:00:05.184932,Price in $
1341,16379.0,6900.0,27570.0,3170.0,606.0,1230.0,6490.0,791.0,612.0,374.0,2023-01-10 07:00:05.192084,24h Volume in M$
1342,0.02,1.24,0.15,-0.0,-1.17,0.05,0.03,1.6,-3.53,-0.85,2023-01-10 07:00:05.198127,24h Change in %
1343,331720.0,162180.0,66380.0,43890.0,43980.0,17650.0,16379.0,10070.0,10890.0,7410.0,2023-01-10 07:00:05.204425,Market Cap in M$
1344,17324.86,1345.87,1.02,1.0,278.06,0.3519,1.0,0.07678,0.3191,0.8585,2023-01-10 07:30:03.404263,Price in $
1345,16350.0,6860.0,27500.0,3160.0,603.0,1230.0,6450.0,784.0,603.0,368.0,2023-01-10 07:30:03.411184,24h Volume in M$
1346,-0.06,0.86,-0.1,-0.02,-1.44,-0.68,-0.01,0.78,-3.49,-1.07,2023-01-10 07:30:03.416919,24h Change in %
1347,331700.0,161950.0,66270.0,43880.0,43870.0,17570.0,16379.0,10030.0,10860.0,7390.0,2023-01-10 07:30:03.423068,Market Cap in M$
1348,17330.28,1345.72,1.02,1.0,278.24,0.3521,1.0,0.07678,0.3195,0.8572,2023-01-10 08:00:06.603997,Price in $
1349,16340.0,6800.0,27440.0,3140.0,598.0,1220.0,6430.0,786.0,596.0,366.0,2023-01-10 08:00:06.610485,24h Volume in M$
1350,0.01,0.93,-0.01,-0.03,-1.17,-0.29,-0.01,1.13,-3.22,-1.15,2023-01-10 08:00:06.616264,24h Change in %
1351,331780.0,162060.0,66270.0,43880.0,43960.0,17590.0,16370.0,10050.0,10880.0,7400.0,2023-01-10 08:00:06.623612,Market Cap in M$
1352,17370.64,1350.08,1.02,1.0,279.26,0.3536,1.0,0.07746,0.3212,0.8615,2023-01-10 08:30:03.871583,Price in $
1353,16260.0,6730.0,27290.0,3100.0,595.0,1210.0,6420.0,790.0,588.0,363.0,2023-01-10 08:30:03.878413,24h Volume in M$
1354,0.16,1.33,-0.0,-0.02,-0.85,-0.21,-0.0,1.9,-2.38,-0.87,2023-01-10 08:30:03.884208,24h Change in %
1355,332350.0,162360.0,66270.0,43900.0,44020.0,17640.0,16370.0,10120.0,10920.0,7410.0,2023-01-10 08:30:03.890110,Market Cap in M$
1356,17386.18,1351.03,1.02,1.0,278.93,0.3545,1.0,0.07756,0.323,0.8623,2023-01-10 09:00:04.893335,Price in $
1357,16450.0,6850.0,27540.0,3130.0,598.0,1210.0,6500.0,807.0,590.0,367.0,2023-01-10 09:00:04.908686,24h Volume in M$
1358,0.31,1.37,-0.01,0.01,-0.67,-0.0,-0.03,1.9,-1.81,-0.69,2023-01-10 09:00:04.918856,24h Change in %
1359,332880.0,162620.0,66270.0,43910.0,44020.0,17700.0,16370.0,10150.0,10990.0,7430.0,2023-01-10 09:00:04.933625,Market Cap in M$
1360,17394.76,1352.11,1.02,1.0,279.72,0.3535,1.0,0.07832,0.3231,0.8629,2023-01-10 09:30:03.241556,Price in $
1361,16320.0,6680.0,27390.0,3090.0,612.0,1190.0,6490.0,804.0,583.0,361.0,2023-01-10 09:30:03.248402,24h Volume in M$
1362,0.35,1.21,-0.01,-0.0,-0.75,-0.09,0.0,2.08,-2.16,-1.13,2023-01-10 09:30:03.254053,24h Change in %
1363,333040.0,162720.0,66270.0,43910.0,44150.0,17650.0,16370.0,10210.0,11000.0,7440.0,2023-01-10 09:30:03.260049,Market Cap in M$
1364,17377.0,1352.13,1.02,1.0,279.2,0.3536,1.0,0.07764,0.3217,0.8605,2023-01-10 10:00:03.992583,Price in $
1365,16219.0,6510.0,27200.0,3030.0,612.0,1180.0,6440.0,798.0,574.0,356.0,2023-01-10 10:00:04.000844,24h Volume in M$
1366,0.05,0.98,-0.01,0.02,-1.32,-0.42,0.01,0.79,-3.17,-1.62,2023-01-10 10:00:04.007088,24h Change in %
1367,332720.0,162680.0,66270.0,43920.0,44060.0,17650.0,16379.0,10150.0,10940.0,7410.0,2023-01-10 10:00:04.013742,Market Cap in M$
1368,17388.76,1355.96,1.02,1.0,280.15,0.3549,1.0,0.07783,0.3232,0.8627,2023-01-10 10:30:04.238177,Price in $
1369,15990.0,6400.0,26960.0,2970.0,606.0,1160.0,6400.0,787.0,567.0,349.0,2023-01-10 10:30:04.244810,24h Volume in M$
1370,-0.05,0.79,-0.01,0.01,-1.35,-0.31,0.02,0.23,-3.03,-1.68,2023-01-10 10:30:04.250523,24h Change in %
1371,332780.0,163050.0,66270.0,43900.0,44170.0,17700.0,16370.0,10170.0,10990.0,7420.0,2023-01-10 10:30:04.256462,Market Cap in M$
1372,17402.86,1356.49,1.02,1.0,280.24,0.3548,1.0,0.07783,0.324,0.8617,2023-01-10 11:00:04.131788,Price in $
1373,15890.0,6270.0,26490.0,2830.0,597.0,1140.0,6330.0,759.0,561.0,341.0,2023-01-10 11:00:04.152085,24h Volume in M$
1374,0.07,0.88,-0.01,0.01,-0.86,-0.39,-0.13,-0.22,-1.42,-1.18,2023-01-10 11:00:04.162949,24h Change in %
1375,333110.0,163220.0,66270.0,43890.0,44210.0,17710.0,16350.0,10180.0,11020.0,7430.0,2023-01-10 11:00:04.178336,Market Cap in M$
1376,17400.03,1353.73,1.02,1.0,279.6,0.3546,1.0,0.07829,0.3238,0.8606,2023-01-10 11:30:03.735435,Price in $
1377,15810.0,6220.0,26240.0,2800.0,592.0,1130.0,6310.0,751.0,554.0,338.0,2023-01-10 11:30:03.741905,24h Volume in M$
1378,0.06,0.8,0.0,0.02,-1.02,-0.21,-0.16,0.39,-1.35,-1.98,2023-01-10 11:30:03.747564,24h Change in %
1379,333130.0,162930.0,66260.0,43900.0,44140.0,17700.0,16350.0,10250.0,11020.0,7410.0,2023-01-10 11:30:03.753477,Market Cap in M$
1380,17384.61,1351.95,1.02,1.0,278.85,0.3541,1.0,0.07813,0.3227,0.8564,2023-01-10 12:00:04.979948,Price in $
1381,15850.0,6210.0,26130.0,2740.0,586.0,1110.0,6310.0,725.0,552.0,336.0,2023-01-10 12:00:04.987614,24h Volume in M$
1382,0.01,0.78,0.0,0.02,-1.35,-0.38,-0.17,-1.35,-1.28,-1.94,2023-01-10 12:00:04.993938,24h Change in %
1383,332750.0,162690.0,66270.0,43900.0,43990.0,17660.0,16350.0,10210.0,10980.0,7380.0,2023-01-10 12:00:05.000261,Market Cap in M$
1384,17365.32,1341.9,1.02,1.0,278.06,0.3529,1.0,0.07719,0.3205,0.8531,2023-01-10 12:30:04.194258,Price in $
1385,15790.0,6160.0,26060.0,2730.0,585.0,1100.0,6310.0,714.0,546.0,334.0,2023-01-10 12:30:04.200688,24h Volume in M$
1386,-0.16,0.37,0.0,-0.03,-1.54,-1.06,-0.09,-1.92,-2.44,-2.61,2023-01-10 12:30:04.206096,24h Change in %
1387,332240.0,162310.0,66270.0,43880.0,43880.0,17600.0,16370.0,10080.0,10900.0,7350.0,2023-01-10 12:30:04.211873,Market Cap in M$
1388,17352.92,1340.07,1.02,1.0,277.75,0.3518,1.0,0.07688,0.3186,0.8504,2023-01-10 13:00:04.641056,Price in $
1389,15840.0,6100.0,26030.0,2720.0,586.0,1090.0,6240.0,716.0,549.0,333.0,2023-01-10 13:00:04.652582,24h Volume in M$
1390,-0.09,0.46,0.0,-0.02,-1.72,-1.7,-0.01,-2.27,-3.04,-2.89,2023-01-10 13:00:04.667142,24h Change in %
1391,332430.0,162210.0,66260.0,43890.0,43810.0,17560.0,16379.0,10060.0,10850.0,7320.0,2023-01-10 13:00:04.683575,Market Cap in M$
1392,17371.03,1342.62,1.02,1.0,278.57,0.3531,1.0,0.07726,0.3205,0.8538,2023-01-10 13:30:04.669790,Price in $
1393,15780.0,6050.0,26010.0,2730.0,583.0,1080.0,6260.0,710.0,549.0,330.0,2023-01-10 13:30:04.676274,24h Volume in M$
1394,-0.22,0.52,0.03,0.0,-1.65,-1.61,-0.07,-2.58,-2.74,-2.78,2023-01-10 13:30:04.681803,24h Change in %
1395,332380.0,162590.0,66280.0,43900.0,43940.0,17620.0,16370.0,10100.0,10890.0,7350.0,2023-01-10 13:30:04.687678,Market Cap in M$
1396,17368.54,1341.06,1.02,1.0,278.14,0.3528,1.0,0.07697,0.3197,0.8512,2023-01-10 14:00:07.915568,Price in $
1397,15760.0,6050.0,26020.0,2720.0,581.0,1070.0,6280.0,692.0,551.0,330.0,2023-01-10 14:00:07.922330,24h Volume in M$
1398,0.24,0.59,-0.13,-0.01,-1.15,-0.63,-0.09,-1.59,-1.37,-1.97,2023-01-10 14:00:07.928033,24h Change in %
1399,332760.0,162340.0,66280.0,43890.0,43890.0,17610.0,16370.0,10080.0,10870.0,7330.0,2023-01-10 14:00:07.934136,Market Cap in M$
1400,17387.53,1344.65,1.02,1.0,278.65,0.3536,1.0,0.07728,0.321,0.8566,2023-01-10 14:30:05.205052,Price in $
1401,15810.0,6050.0,25920.0,2700.0,573.0,1000.0,6260.0,652.0,533.0,321.0,2023-01-10 14:30:05.211592,24h Volume in M$
1402,0.0,0.47,-0.0,0.01,-1.7,-0.92,-0.17,-1.58,-1.16,-1.85,2023-01-10 14:30:05.217254,24h Change in %
1403,332840.0,162780.0,66260.0,43930.0,43960.0,17650.0,16350.0,10110.0,10930.0,7380.0,2023-01-10 14:30:05.223250,Market Cap in M$
1404,17365.75,1341.62,1.02,1.0,278.33,0.353,1.0,0.07712,0.3198,0.8527,2023-01-10 15:00:06.392282,Price in $
1405,15790.0,6050.0,26030.0,2730.0,583.0,1080.0,6260.0,709.0,550.0,330.0,2023-01-10 15:00:06.399045,24h Volume in M$
1406,-0.15,0.55,0.35,-0.01,-1.87,-1.35,-0.08,-3.29,-2.51,-2.52,2023-01-10 15:00:06.404918,24h Change in %
1407,332680.0,162840.0,66590.0,43890.0,43920.0,17710.0,16370.0,10090.0,10940.0,7380.0,2023-01-10 15:00:06.411141,Market Cap in M$
1408,17476.4,1351.59,1.02,1.0,279.71,0.3546,1.0,0.0779,0.325,0.8599,2023-01-10 15:30:04.955099,Price in $
1409,16329.0,6030.0,26210.0,2640.0,566.0,978.0,6350.0,626.0,528.0,316.0,2023-01-10 15:30:04.962170,24h Volume in M$
