,time,crypto,pos,neg,neu,count
887,2023-01-08 01:00:11.222517,Dogecoin,38,11,51,100
888,2023-01-08 01:00:11.265174,Cardano,44,14,42,100
889,2023-01-08 01:00:11.319356,Polygon,64,5,31,100
890,2023-01-08 01:30:07.684478,Bitcoin,47,13,40,100
891,2023-01-08 01:30:07.722956,Ethereum,18,6,76,100
892,2023-01-08 01:30:07.767558,Tether,59,17,24,100
893,2023-01-08 01:30:07.819888,USD Coin,22,13,65,100
894,2023-01-08 01:30:07.868234,BNB,41,4,55,100
895,2023-01-08 01:30:07.900778,XRP,29,12,59,100
896,2023-01-08 01:30:07.947148,Binance USD,13,47,40,100
897,2023-01-08 01:30:07.991374,Cardano,51,12,37,100
898,2023-01-08 01:30:08.039693,Dogecoin,56,2,42,100
899,2023-01-08 01:30:08.090842,Polygon,55,15,30,100
900,2023-01-08 02:00:09.130610,Bitcoin,44,14,42,100
901,2023-01-08 02:00:09.172381,Ethereum,18,9,73,100
902,2023-01-08 02:00:09.218090,Tether,58,18,24,100
903,2023-01-08 02:00:09.271739,USD Coin,23,17,60,100
904,2023-01-08 02:00:09.318016,BNB,65,7,28,100
905,2023-01-08 02:00:09.349782,XRP,25,14,61,100
906,2023-01-08 02:00:09.396192,Binance USD,12,48,40,100
907,2023-01-08 02:00:09.438099,Cardano,53,13,34,100
908,2023-01-08 02:00:09.482405,Dogecoin,20,8,72,100
909,2023-01-08 02:00:09.529079,Polygon,52,7,41,100
910,2023-01-08 02:30:08.143686,Bitcoin,39,10,51,100
911,2023-01-08 02:30:08.186133,Ethereum,35,6,59,100
912,2023-01-08 02:30:08.229982,Tether,52,20,28,100
913,2023-01-08 02:30:08.283824,USD Coin,24,16,60,100
914,2023-01-08 02:30:08.334165,BNB,50,5,45,100
915,2023-01-08 02:30:08.368537,XRP,33,6,61,100
916,2023-01-08 02:30:08.415931,Binance USD,11,50,39,100
917,2023-01-08 02:30:08.456976,Dogecoin,29,10,61,100
918,2023-01-08 02:30:08.500397,Cardano,49,9,42,100
919,2023-01-08 02:30:08.550241,Polygon,54,9,36,99
920,2023-01-08 03:00:10.454688,Bitcoin,56,10,34,100
921,2023-01-08 03:00:10.492931,Ethereum,67,5,28,100
922,2023-01-08 03:00:10.537470,Tether,47,17,36,100
923,2023-01-08 03:00:10.591410,USD Coin,24,16,60,100
924,2023-01-08 03:00:10.643077,BNB,56,19,25,100
925,2023-01-08 03:00:10.679191,XRP,34,18,48,100
926,2023-01-08 03:00:10.726424,Binance USD,11,51,38,100
927,2023-01-08 03:00:10.765620,Dogecoin,44,8,47,99
928,2023-01-08 03:00:10.807103,Cardano,49,13,38,100
929,2023-01-08 03:00:10.852581,Polygon,21,63,16,100
930,2023-01-08 03:30:07.389804,Bitcoin,60,8,31,99
931,2023-01-08 03:30:07.429386,Ethereum,54,12,34,100
932,2023-01-08 03:30:07.471954,Tether,48,15,37,100
933,2023-01-08 03:30:07.525058,USD Coin,22,16,62,100
934,2023-01-08 03:30:07.569354,BNB,68,10,21,99
935,2023-01-08 03:30:07.606166,XRP,39,11,49,99
936,2023-01-08 03:30:07.653806,Binance USD,11,52,37,100
937,2023-01-08 03:30:07.699907,Dogecoin,42,10,48,100
938,2023-01-08 03:30:07.745822,Cardano,38,15,47,100
939,2023-01-08 03:30:07.793376,Polygon,36,43,21,100
940,2023-01-08 04:00:09.693685,Bitcoin,37,20,43,100
941,2023-01-08 04:00:09.731639,Ethereum,38,9,53,100
942,2023-01-08 04:00:09.776560,Tether,52,12,36,100
943,2023-01-08 04:00:09.829149,USD Coin,23,16,61,100
944,2023-01-08 04:00:09.874358,BNB,59,12,29,100
945,2023-01-08 04:00:09.908075,XRP,29,7,64,100
946,2023-01-08 04:00:09.955324,Binance USD,11,51,38,100
947,2023-01-08 04:00:09.997242,Dogecoin,30,13,57,100
948,2023-01-08 04:00:10.040917,Cardano,41,17,42,100
949,2023-01-08 04:00:10.090358,Polygon,41,26,33,100
950,2023-01-08 04:30:07.706874,Bitcoin,40,23,37,100
951,2023-01-08 04:30:07.747806,Ethereum,53,5,42,100
952,2023-01-08 04:30:07.791869,Tether,54,10,36,100
953,2023-01-08 04:30:07.844104,USD Coin,23,15,62,100
954,2023-01-08 04:30:07.890998,BNB,64,18,18,100
955,2023-01-08 04:30:07.923757,XRP,32,13,55,100
956,2023-01-08 04:30:07.970060,Binance USD,10,44,46,100
957,2023-01-08 04:30:08.011461,Dogecoin,32,10,58,100
958,2023-01-08 04:30:08.056088,Cardano,46,18,36,100
959,2023-01-08 04:30:08.107449,Polygon,43,10,47,100
960,2023-01-08 05:00:08.101095,Bitcoin,30,29,41,100
961,2023-01-08 05:00:08.148618,Ethereum,43,6,51,100
962,2023-01-08 05:00:08.192971,Tether,56,10,34,100
963,2023-01-08 05:00:08.246461,USD Coin,24,15,61,100
964,2023-01-08 05:00:08.292250,BNB,65,11,24,100
965,2023-01-08 05:00:08.326473,XRP,37,11,52,100
966,2023-01-08 05:00:08.374302,Binance USD,10,44,46,100
967,2023-01-08 05:00:08.417797,Cardano,62,10,28,100
968,2023-01-08 05:00:08.461647,Dogecoin,33,7,60,100
969,2023-01-08 05:00:08.505681,Polygon,21,66,13,100
970,2023-01-08 05:30:08.698740,Bitcoin,50,14,36,100
971,2023-01-08 05:30:08.739537,Ethereum,38,8,54,100
972,2023-01-08 05:30:08.785603,Tether,58,10,32,100
973,2023-01-08 05:30:08.838869,USD Coin,23,15,62,100
974,2023-01-08 05:30:08.884603,BNB,57,19,24,100
975,2023-01-08 05:30:08.917918,XRP,34,20,46,100
976,2023-01-08 05:30:08.964315,Binance USD,7,45,48,100
977,2023-01-08 05:30:09.004995,Dogecoin,30,10,60,100
978,2023-01-08 05:30:09.046479,Cardano,46,14,40,100
979,2023-01-08 05:30:09.096312,Polygon,40,37,23,100
980,2023-01-08 06:00:11.074580,Bitcoin,48,13,39,100
981,2023-01-08 06:00:11.118042,Ethereum,37,3,59,99
982,2023-01-08 06:00:11.163230,Tether,60,8,32,100
983,2023-01-08 06:00:11.216756,USD Coin,22,15,63,100
984,2023-01-08 06:00:11.262908,BNB,61,21,18,100
985,2023-01-08 06:00:11.297412,XRP,47,13,40,100
986,2023-01-08 06:00:11.343815,Binance USD,7,48,45,100
987,2023-01-08 06:00:11.387110,Dogecoin,37,14,49,100
988,2023-01-08 06:00:11.430449,Cardano,53,12,35,100
989,2023-01-08 06:00:11.479637,Polygon,46,8,46,100
990,2023-01-08 06:30:08.573082,Bitcoin,45,17,38,100
991,2023-01-08 06:30:08.614321,Ethereum,31,3,66,100
992,2023-01-08 06:30:08.660166,Tether,58,8,34,100
993,2023-01-08 06:30:08.714325,USD Coin,20,15,65,100
994,2023-01-08 06:30:08.763079,BNB,54,14,32,100
995,2023-01-08 06:30:08.799041,XRP,42,5,53,100
996,2023-01-08 06:30:08.845930,Binance USD,7,47,46,100
997,2023-01-08 06:30:08.889810,Cardano,49,13,38,100
998,2023-01-08 06:30:08.934181,Dogecoin,40,11,49,100
999,2023-01-08 06:30:08.986953,Polygon,53,8,38,99
1000,2023-01-08 07:00:09.437867,Bitcoin,59,2,39,100
1001,2023-01-08 07:00:09.479234,Ethereum,44,3,53,100
1002,2023-01-08 07:00:09.524431,Tether,56,7,37,100
1003,2023-01-08 07:00:09.577847,USD Coin,20,15,65,100
1004,2023-01-08 07:00:09.622734,BNB,56,16,28,100
1005,2023-01-08 07:00:09.660354,XRP,36,13,51,100
1006,2023-01-08 07:00:09.706883,Binance USD,7,48,45,100
1007,2023-01-08 07:00:09.750504,Cardano,47,7,46,100
1008,2023-01-08 07:00:09.795152,Dogecoin,40,11,49,100
1009,2023-01-08 07:00:09.847201,Polygon,53,7,40,100
1010,2023-01-08 07:30:06.982907,Bitcoin,64,10,26,100
1011,2023-01-08 07:30:07.023085,Ethereum,36,4,60,100
1012,2023-01-08 07:30:07.065038,Tether,46,24,30,100
1013,2023-01-08 07:30:07.118993,USD Coin,20,16,64,100
1014,2023-01-08 07:30:07.162199,BNB,63,7,30,100
1015,2023-01-08 07:30:07.198355,XRP,35,16,49,100
1016,2023-01-08 07:30:07.245062,Binance USD,6,47,47,100
1017,2023-01-08 07:30:07.285251,Cardano,40,12,48,100
1018,2023-01-08 07:30:07.330577,Dogecoin,46,7,47,100
1019,2023-01-08 07:30:07.377151,Polygon,46,9,45,100
1020,2023-01-08 08:00:12.706413,Bitcoin,54,11,35,100
1021,2023-01-08 08:00:12.746237,Ethereum,23,4,73,100
1022,2023-01-08 08:00:12.786271,Tether,29,44,27,100
1023,2023-01-08 08:00:12.841390,USD Coin,19,15,66,100
1024,2023-01-08 08:00:12.888391,BNB,57,7,36,100
1025,2023-01-08 08:00:12.922779,XRP,35,14,51,100
1026,2023-01-08 08:00:12.969814,Binance USD,6,46,48,100
1027,2023-01-08 08:00:13.012305,Cardano,43,11,46,100
1028,2023-01-08 08:00:13.054719,Dogecoin,37,7,56,100
1029,2023-01-08 08:00:13.102915,Polygon,39,11,50,100
1030,2023-01-08 08:30:08.210613,Bitcoin,75,12,13,100
1031,2023-01-08 08:30:08.250056,Ethereum,30,7,63,100
1032,2023-01-08 08:30:08.290196,Tether,40,43,17,100
1033,2023-01-08 08:30:08.345802,USD Coin,20,15,65,100
1034,2023-01-08 08:30:08.389916,BNB,43,16,41,100
1035,2023-01-08 08:30:08.426045,XRP,30,15,55,100
1036,2023-01-08 08:30:08.472901,Binance USD,7,45,48,100
1037,2023-01-08 08:30:08.519570,Cardano,46,23,31,100
1038,2023-01-08 08:30:08.568525,Dogecoin,32,8,60,100
1039,2023-01-08 08:30:08.614681,Polygon,20,52,28,100
1040,2023-01-08 09:00:10.981231,Bitcoin,58,16,26,100
1041,2023-01-08 09:00:11.022214,Ethereum,35,4,61,100
1042,2023-01-08 09:00:11.059401,Tether,5,13,82,100
1043,2023-01-08 09:00:11.114207,USD Coin,21,15,64,100
1044,2023-01-08 09:00:11.161098,BNB,63,11,26,100
1045,2023-01-08 09:00:11.193437,XRP,32,8,60,100
1046,2023-01-08 09:00:11.239956,Binance USD,7,45,48,100
1047,2023-01-08 09:00:11.284148,Cardano,49,16,35,100
1048,2023-01-08 09:00:11.332807,Dogecoin,35,12,53,100
1049,2023-01-08 09:00:11.383552,Polygon,16,62,22,100
1050,2023-01-08 09:30:08.508384,Bitcoin,55,14,31,100
1051,2023-01-08 09:30:08.548876,Ethereum,46,5,49,100
1052,2023-01-08 09:30:08.588054,Tether,9,11,80,100
1053,2023-01-08 09:30:08.643330,USD Coin,21,15,63,99
1054,2023-01-08 09:30:08.691095,BNB,68,7,25,100
1055,2023-01-08 09:30:08.726464,XRP,28,13,59,100
1056,2023-01-08 09:30:08.773437,Binance USD,7,46,47,100
1057,2023-01-08 09:30:08.818703,Cardano,50,17,33,100
1058,2023-01-08 09:30:08.861074,Dogecoin,40,10,50,100
1059,2023-01-08 09:30:08.914194,Polygon,28,53,19,100
1060,2023-01-08 10:00:08.419577,Bitcoin,70,8,21,99
1061,2023-01-08 10:00:08.459706,Ethereum,39,1,60,100
1062,2023-01-08 10:00:08.498966,Tether,7,12,81,100
1063,2023-01-08 10:00:08.554549,USD Coin,23,15,61,99
1064,2023-01-08 10:00:08.601726,BNB,57,15,28,100
1065,2023-01-08 10:00:08.634807,XRP,30,14,56,100
1066,2023-01-08 10:00:08.681766,Binance USD,7,48,45,100
1067,2023-01-08 10:00:08.722864,Cardano,46,8,46,100
1068,2023-01-08 10:00:08.764968,Dogecoin,52,8,40,100
1069,2023-01-08 10:00:08.819124,Polygon,16,72,12,100
1070,2023-01-08 10:30:08.459770,Bitcoin,64,6,30,100
1071,2023-01-08 10:30:08.501508,Ethereum,48,10,42,100
1072,2023-01-08 10:30:08.540313,Tether,6,12,82,100
1073,2023-01-08 10:30:08.596276,USD Coin,23,16,60,99
1074,2023-01-08 10:30:08.642428,BNB,40,24,36,100
1075,2023-01-08 10:30:08.677117,XRP,30,18,52,100
1076,2023-01-08 10:30:08.723868,Binance USD,11,44,45,100
1077,2023-01-08 10:30:08.765285,Cardano,53,12,35,100
1078,2023-01-08 10:30:08.808668,Dogecoin,40,14,46,100
1079,2023-01-08 10:30:08.857756,Polygon,32,50,18,100
1080,2023-01-08 11:00:08.590602,Bitcoin,75,4,21,100
1081,2023-01-08 11:00:08.631872,Ethereum,42,8,50,100
1082,2023-01-08 11:00:08.669561,Tether,3,19,78,100
1083,2023-01-08 11:00:08.724482,USD Coin,24,16,59,99
1084,2023-01-08 11:00:08.769799,BNB,54,18,28,100
1085,2023-01-08 11:00:08.804700,XRP,33,9,58,100
1086,2023-01-08 11:00:08.850588,Binance USD,10,46,44,100
1087,2023-01-08 11:00:08.890430,Cardano,51,16,33,100
1088,2023-01-08 11:00:08.933459,Dogecoin,31,12,57,100
1089,2023-01-08 11:00:08.982711,Polygon,49,33,18,100
1090,2023-01-08 11:30:08.211741,Bitcoin,89,3,8,100
1091,2023-01-08 11:30:08.253456,Ethereum,38,15,47,100
1092,2023-01-08 11:30:08.291448,Tether,6,7,87,100
1093,2023-01-08 11:30:08.346242,USD Coin,25,14,60,99
1094,2023-01-08 11:30:08.390151,BNB,57,4,38,99
1095,2023-01-08 11:30:08.425446,XRP,40,9,51,100
1096,2023-01-08 11:30:08.471796,Binance USD,10,44,46,100
1097,2023-01-08 11:30:08.509495,Cardano,43,17,40,100
1098,2023-01-08 11:30:08.551747,Dogecoin,39,6,55,100
1099,2023-01-08 11:30:08.599127,Polygon,48,5,47,100
1100,2023-01-08 12:00:11.304841,Bitcoin,43,18,35,96
1101,2023-01-08 12:00:11.349268,Ethereum,53,4,43,100
1102,2023-01-08 12:00:11.386894,Tether,4,5,91,100
1103,2023-01-08 12:00:11.441993,USD Coin,25,14,60,99
1104,2023-01-08 12:00:11.486842,BNB,54,21,25,100
1105,2023-01-08 12:00:11.524023,XRP,43,11,46,100
1106,2023-01-08 12:00:11.570228,Binance USD,11,44,45,100
1107,2023-01-08 12:00:11.606900,Cardano,39,12,49,100
1108,2023-01-08 12:00:11.646492,Dogecoin,43,6,51,100
1109,2023-01-08 12:00:11.693998,Polygon,38,36,26,100
1110,2023-01-08 12:30:09.190861,Bitcoin,67,10,23,100
1111,2023-01-08 12:30:09.231905,Ethereum,41,6,53,100
1112,2023-01-08 12:30:09.269056,Tether,4,0,96,100
1113,2023-01-08 12:30:09.322805,USD Coin,26,16,57,99
1114,2023-01-08 12:30:09.371002,BNB,59,14,27,100
1115,2023-01-08 12:30:09.408687,XRP,46,12,42,100
1116,2023-01-08 12:30:09.453915,Binance USD,12,43,45,100
1117,2023-01-08 12:30:09.490831,Cardano,55,8,37,100
1118,2023-01-08 12:30:09.531171,Dogecoin,40,5,55,100
1119,2023-01-08 12:30:09.577363,Polygon,21,57,22,100
1120,2023-01-08 13:00:10.502163,Bitcoin,59,8,33,100
1121,2023-01-08 13:00:10.546502,Ethereum,36,12,52,100
1122,2023-01-08 13:00:10.584438,Tether,8,17,75,100
1123,2023-01-08 13:00:10.638244,USD Coin,28,15,56,99
1124,2023-01-08 13:00:10.681024,BNB,33,5,62,100
1125,2023-01-08 13:00:10.717064,XRP,31,22,47,100
1126,2023-01-08 13:00:10.763606,Binance USD,12,46,42,100
1127,2023-01-08 13:00:10.805451,Cardano,49,11,40,100
1128,2023-01-08 13:00:10.850108,Dogecoin,44,5,51,100
1129,2023-01-08 13:00:10.892212,Polygon,12,74,14,100
1130,2023-01-08 13:30:08.442448,Bitcoin,57,12,31,100
1131,2023-01-08 13:30:08.486360,Ethereum,40,11,49,100
1132,2023-01-08 13:30:08.524651,Tether,14,7,79,100
1133,2023-01-08 13:30:08.578268,USD Coin,31,16,53,100
1134,2023-01-08 13:30:08.621660,BNB,44,9,47,100
1135,2023-01-08 13:30:08.657970,XRP,50,11,39,100
1136,2023-01-08 13:30:08.704001,Binance USD,12,45,43,100
1137,2023-01-08 13:30:08.745169,Cardano,51,14,35,100
1138,2023-01-08 13:30:08.789779,Dogecoin,37,6,57,100
1139,2023-01-08 13:30:08.832106,Polygon,14,72,14,100
1140,2023-01-08 14:00:11.432077,Bitcoin,60,12,28,100
1141,2023-01-08 14:00:11.473753,Ethereum,34,13,52,99
1142,2023-01-08 14:00:11.512721,Tether,8,13,79,100
1143,2023-01-08 14:00:11.565177,USD Coin,32,15,53,100
1144,2023-01-08 14:00:11.606435,BNB,53,2,44,99
1145,2023-01-08 14:00:11.641294,XRP,35,10,55,100
1146,2023-01-08 14:00:11.687114,Binance USD,12,46,42,100
1147,2023-01-08 14:00:11.726372,Cardano,34,18,48,100
1148,2023-01-08 14:00:11.769617,Dogecoin,43,9,48,100
1149,2023-01-08 14:00:11.815866,Polygon,51,8,41,100
1150,2023-01-08 14:30:09.094248,Bitcoin,44,7,49,100
1151,2023-01-08 14:30:09.137419,Ethereum,27,10,63,100
1152,2023-01-08 14:30:09.174886,Tether,4,20,76,100
1153,2023-01-08 14:30:09.227560,USD Coin,33,11,56,100
1154,2023-01-08 14:30:09.269321,BNB,54,9,37,100
1155,2023-01-08 14:30:09.305083,XRP,37,13,50,100
1156,2023-01-08 14:30:09.351092,Binance USD,12,49,39,100
1157,2023-01-08 14:30:09.392585,Cardano,47,15,38,100
1158,2023-01-08 14:30:09.434517,Dogecoin,34,0,66,100
1159,2023-01-08 14:30:09.481064,Polygon,36,21,43,100
1160,2023-01-08 15:00:12.205651,Bitcoin,65,8,27,100
1161,2023-01-08 15:00:12.249448,Ethereum,19,41,40,100
1162,2023-01-08 15:00:12.286507,Tether,5,13,82,100
1163,2023-01-08 15:00:12.338040,USD Coin,34,9,57,100
1164,2023-01-08 15:00:12.385992,BNB,64,12,24,100
1165,2023-01-08 15:00:12.423238,XRP,45,15,40,100
1166,2023-01-08 15:00:12.470117,Binance USD,13,50,37,100
1167,2023-01-08 15:00:12.512649,Cardano,46,8,46,100
1168,2023-01-08 15:00:12.554513,Dogecoin,67,4,29,100
1169,2023-01-08 15:00:12.601499,Polygon,47,28,25,100
1170,2023-01-08 15:30:10.421682,Bitcoin,52,18,30,100
1171,2023-01-08 15:30:10.467661,Ethereum,25,45,30,100
1172,2023-01-08 15:30:10.507368,Tether,6,14,80,100
1173,2023-01-08 15:30:10.559440,USD Coin,40,10,50,100
1174,2023-01-08 15:30:10.604080,BNB,61,6,33,100
1175,2023-01-08 15:30:10.638896,XRP,44,8,48,100
1176,2023-01-08 15:30:10.686139,Binance USD,13,51,36,100
1177,2023-01-08 15:30:10.727067,Cardano,45,11,44,100
1178,2023-01-08 15:30:10.768996,Dogecoin,38,6,56,100
1179,2023-01-08 15:30:10.810902,Polygon,9,83,8,100
1180,2023-01-08 16:00:11.196369,Bitcoin,49,11,40,100
1181,2023-01-08 16:00:11.236617,Ethereum,12,14,74,100
1182,2023-01-08 16:00:11.274395,Tether,12,7,81,100
1183,2023-01-08 16:00:11.326200,USD Coin,39,10,51,100
1184,2023-01-08 16:00:11.371953,BNB,53,7,40,100
1185,2023-01-08 16:00:11.407614,XRP,39,15,46,100
1186,2023-01-08 16:00:11.454797,Binance USD,12,54,34,100
1187,2023-01-08 16:00:11.494258,Cardano,40,12,48,100
1188,2023-01-08 16:00:11.545826,Dogecoin,70,5,25,100
1189,2023-01-08 16:00:11.587489,Polygon,15,68,17,100
1190,2023-01-08 16:30:09.394623,Bitcoin,69,12,19,100
1191,2023-01-08 16:30:09.436884,Ethereum,26,12,62,100
1192,2023-01-08 16:30:09.475981,Tether,7,12,81,100
1193,2023-01-08 16:30:09.528307,USD Coin,39,10,51,100
1194,2023-01-08 16:30:09.573938,BNB,47,16,37,100
1195,2023-01-08 16:30:09.611922,XRP,38,14,48,100
1196,2023-01-08 16:30:09.659024,Binance USD,11,54,35,100
1197,2023-01-08 16:30:09.700592,Cardano,50,9,41,100
1198,2023-01-08 16:30:09.755203,Dogecoin,83,1,16,100
1199,2023-01-08 16:30:09.797241,Polygon,22,56,22,100
1200,2023-01-08 17:00:13.439658,Bitcoin,53,7,40,100
1201,2023-01-08 17:00:13.482520,Ethereum,24,25,51,100
1202,2023-01-08 17:00:13.520614,Tether,6,2,92,100
1203,2023-01-08 17:00:13.572009,USD Coin,41,10,49,100
1204,2023-01-08 17:00:13.616025,BNB,51,3,46,100
1205,2023-01-08 17:00:13.653143,XRP,29,16,55,100
1206,2023-01-08 17:00:13.699982,Binance USD,13,55,32,100
1207,2023-01-08 17:00:13.740962,Cardano,56,6,38,100
1208,2023-01-08 17:00:13.796234,Dogecoin,86,1,13,100
1209,2023-01-08 17:00:13.850172,Polygon,12,70,18,100
1210,2023-01-08 17:30:08.556397,Bitcoin,61,10,29,100
1211,2023-01-08 17:30:08.596262,Ethereum,50,14,36,100
1212,2023-01-08 17:30:08.634202,Tether,5,3,92,100
1213,2023-01-08 17:30:08.685358,USD Coin,44,10,46,100
1214,2023-01-08 17:30:08.731094,BNB,51,10,39,100
1215,2023-01-08 17:30:08.769887,XRP,37,13,50,100
1216,2023-01-08 17:30:08.816961,Binance USD,11,58,31,100
1217,2023-01-08 17:30:08.856370,Cardano,43,13,44,100
1218,2023-01-08 17:30:08.907910,Dogecoin,77,3,20,100
1219,2023-01-08 17:30:08.949967,Polygon,35,33,32,100
1220,2023-01-08 18:00:10.173664,Bitcoin,49,9,42,100
1221,2023-01-08 18:00:10.214860,Ethereum,34,19,47,100
1222,2023-01-08 18:00:10.252629,Tether,4,1,95,100
1223,2023-01-08 18:00:10.303339,USD Coin,45,10,45,100
1224,2023-01-08 18:00:10.351268,BNB,57,26,17,100
1225,2023-01-08 18:00:10.388315,XRP,35,12,53,100
1226,2023-01-08 18:00:10.435388,Binance USD,10,60,30,100
1227,2023-01-08 18:00:10.476490,Cardano,48,14,38,100
1228,2023-01-08 18:00:10.534854,Dogecoin,98,0,2,100
1229,2023-01-08 18:00:10.581112,Polygon,52,6,42,100
1230,2023-01-08 18:30:09.990484,Bitcoin,51,13,36,100
1231,2023-01-08 18:30:10.033968,Ethereum,36,27,37,100
1232,2023-01-08 18:30:10.073337,Tether,7,4,89,100
1233,2023-01-08 18:30:10.123522,USD Coin,45,10,45,100
1234,2023-01-08 18:30:10.166744,BNB,56,10,34,100
1235,2023-01-08 18:30:10.203775,XRP,40,11,49,100
1236,2023-01-08 18:30:10.250705,Binance USD,8,63,29,100
1237,2023-01-08 18:30:10.292428,Cardano,58,11,31,100
1238,2023-01-08 18:30:10.350632,Dogecoin,60,4,36,100
1239,2023-01-08 18:30:10.397255,Polygon,44,16,40,100
1240,2023-01-08 19:00:12.355896,Bitcoin,67,5,28,100
1241,2023-01-08 19:00:12.396051,Ethereum,30,12,58,100
1242,2023-01-08 19:00:12.435339,Tether,12,5,83,100
1243,2023-01-08 19:00:12.485700,USD Coin,45,10,45,100
1244,2023-01-08 19:00:12.529718,BNB,44,19,37,100
1245,2023-01-08 19:00:12.567744,XRP,46,12,42,100
1246,2023-01-08 19:00:12.615456,Binance USD,10,62,28,100
1247,2023-01-08 19:00:12.654051,Cardano,55,7,38,100
1248,2023-01-08 19:00:12.707402,Dogecoin,80,3,17,100
1249,2023-01-08 19:00:12.758026,Polygon,42,10,48,100
1250,2023-01-08 19:30:10.510527,Bitcoin,48,14,38,100
1251,2023-01-08 19:30:10.551056,Ethereum,31,17,52,100
1252,2023-01-08 19:30:10.591543,Tether,17,7,76,100
1253,2023-01-08 19:30:10.642429,USD Coin,43,15,42,100
1254,2023-01-08 19:30:10.688621,BNB,54,16,30,100
1255,2023-01-08 19:30:10.727605,XRP,43,14,43,100
1256,2023-01-08 19:30:10.775988,Binance USD,10,62,28,100
1257,2023-01-08 19:30:10.814616,Cardano,53,6,41,100
1258,2023-01-08 19:30:10.859515,Dogecoin,58,1,41,100
1259,2023-01-08 19:30:10.910399,Polygon,39,2,58,99
1260,2023-01-08 20:00:10.557682,Bitcoin,53,20,27,100
1261,2023-01-08 20:00:10.601021,Ethereum,56,16,28,100
1262,2023-01-08 20:00:10.640691,Tether,23,9,68,100
1263,2023-01-08 20:00:10.691784,USD Coin,43,16,41,100
1264,2023-01-08 20:00:10.735443,BNB,51,19,30,100
1265,2023-01-08 20:00:10.773027,XRP,41,6,53,100
1266,2023-01-08 20:00:10.822739,Binance USD,10,63,27,100
1267,2023-01-08 20:00:10.863246,Cardano,47,13,40,100
1268,2023-01-08 20:00:10.907357,Dogecoin,55,6,39,100
1269,2023-01-08 20:00:10.956235,Polygon,51,8,39,98
1270,2023-01-08 20:30:09.118797,Bitcoin,53,19,28,100
1271,2023-01-08 20:30:09.159886,Ethereum,37,23,40,100
1272,2023-01-08 20:30:09.200204,Tether,30,11,59,100
1273,2023-01-08 20:30:09.251033,USD Coin,44,15,41,100
1274,2023-01-08 20:30:09.293292,BNB,48,17,34,99
1275,2023-01-08 20:30:09.325917,XRP,27,8,65,100
1276,2023-01-08 20:30:09.374107,Binance USD,10,66,24,100
1277,2023-01-08 20:30:09.413597,Cardano,48,15,37,100
1278,2023-01-08 20:30:09.467762,Dogecoin,77,3,20,100
1279,2023-01-08 20:30:09.514180,Polygon,38,7,55,100
1280,2023-01-08 21:00:10.637110,Bitcoin,50,22,28,100
1281,2023-01-08 21:00:10.681691,Ethereum,32,30,38,100
1282,2023-01-08 21:00:10.723715,Tether,37,16,47,100
1283,2023-01-08 21:00:10.775285,USD Coin,45,15,40,100
1284,2023-01-08 21:00:10.824606,BNB,54,19,27,100
1285,2023-01-08 21:00:10.860710,XRP,32,9,59,100
1286,2023-01-08 21:00:10.909726,Binance USD,9,69,22,100
1287,2023-01-08 21:00:10.949420,Cardano,49,9,42,100
1288,2023-01-08 21:00:11.005769,Dogecoin,82,5,13,100
1289,2023-01-08 21:00:11.055872,Polygon,41,16,43,100
1290,2023-01-08 21:30:08.137294,Bitcoin,48,14,38,100
1291,2023-01-08 21:30:08.180364,Ethereum,31,21,48,100
1292,2023-01-08 21:30:08.222811,Tether,41,17,42,100
1293,2023-01-08 21:30:08.273883,USD Coin,44,15,41,100
1294,2023-01-08 21:30:08.315628,BNB,47,15,38,100
1295,2023-01-08 21:30:08.350913,XRP,37,17,46,100
1296,2023-01-08 21:30:08.399641,Binance USD,9,67,24,100
1297,2023-01-08 21:30:08.440760,Cardano,51,9,40,100
1298,2023-01-08 21:30:08.494981,Dogecoin,78,3,19,100
1299,2023-01-08 21:30:08.542704,Polygon,54,4,42,100
1300,2023-01-08 22:00:11.403336,Bitcoin,52,31,17,100
1301,2023-01-08 22:00:11.446534,Ethereum,31,23,45,99
1302,2023-01-08 22:00:11.489540,Tether,44,23,33,100
1303,2023-01-08 22:00:11.540658,USD Coin,44,15,41,100
1304,2023-01-08 22:00:11.581732,BNB,45,17,38,100
1305,2023-01-08 22:00:11.616284,XRP,26,12,62,100
1306,2023-01-08 22:00:11.665464,Binance USD,11,66,23,100
1307,2023-01-08 22:00:11.705208,Cardano,49,9,42,100
1308,2023-01-08 22:00:11.762142,Dogecoin,88,2,10,100
1309,2023-01-08 22:00:11.812429,Polygon,58,11,31,100
1310,2023-01-08 22:30:10.172361,Bitcoin,53,11,36,100
1311,2023-01-08 22:30:10.214802,Ethereum,32,17,51,100
1312,2023-01-08 22:30:10.260416,Tether,51,20,29,100
1313,2023-01-08 22:30:10.310732,USD Coin,44,13,43,100
1314,2023-01-08 22:30:10.352792,BNB,49,17,34,100
1315,2023-01-08 22:30:10.387800,XRP,34,12,54,100
1316,2023-01-08 22:30:10.436342,Binance USD,12,66,22,100
1317,2023-01-08 22:30:10.476955,Cardano,53,13,34,100
1318,2023-01-08 22:30:10.530360,Dogecoin,78,2,20,100
1319,2023-01-08 22:30:10.578236,Polygon,53,14,33,100
1320,2023-01-08 23:00:11.482885,Bitcoin,49,13,38,100
