,time,crypto,pos,neg,neu,count
1752,2023-01-09 21:00:11.660813,Tether,46,12,42,100
1753,2023-01-09 21:00:11.707236,BNB,59,14,27,100
1754,2023-01-09 21:00:11.759809,USD Coin,35,9,56,100
1755,2023-01-09 21:00:11.795527,XRP,33,11,56,100
1756,2023-01-09 21:00:11.842963,Binance USD,17,52,31,100
1757,2023-01-09 21:00:11.884804,Cardano,47,11,42,100
1758,2023-01-09 21:00:11.943275,Dogecoin,91,0,9,100
1759,2023-01-09 21:00:11.990785,Polygon,70,4,26,100
1760,2023-01-09 21:30:09.262433,Bitcoin,38,32,30,100
1761,2023-01-09 21:30:09.302212,Ethereum,49,4,47,100
1762,2023-01-09 21:30:09.342503,Tether,28,11,61,100
1763,2023-01-09 21:30:09.386160,BNB,52,17,31,100
1764,2023-01-09 21:30:09.440071,USD Coin,37,10,53,100
1765,2023-01-09 21:30:09.475233,XRP,26,14,60,100
1766,2023-01-09 21:30:09.522221,Binance USD,17,52,31,100
1767,2023-01-09 21:30:09.564768,Cardano,51,7,42,100
1768,2023-01-09 21:30:09.618404,Dogecoin,81,4,15,100
1769,2023-01-09 21:30:09.661254,Polygon,53,7,40,100
1770,2023-01-09 22:00:12.942662,Bitcoin,53,15,32,100
1771,2023-01-09 22:00:12.985273,Ethereum,62,7,31,100
1772,2023-01-09 22:00:13.024254,Tether,6,3,91,100
1773,2023-01-09 22:00:13.075351,BNB,76,7,17,100
1774,2023-01-09 22:00:13.129601,USD Coin,37,10,53,100
1775,2023-01-09 22:00:13.166167,XRP,36,12,52,100
1776,2023-01-09 22:00:13.212461,Binance USD,18,52,30,100
1777,2023-01-09 22:00:13.256337,Cardano,42,12,46,100
1778,2023-01-09 22:00:13.312973,Dogecoin,82,4,14,100
1779,2023-01-09 22:00:13.362691,Polygon,61,5,34,100
1780,2023-01-09 22:30:09.968780,Bitcoin,43,14,43,100
1781,2023-01-09 22:30:10.007806,Ethereum,56,7,37,100
1782,2023-01-09 22:30:10.047739,Tether,12,2,86,100
1783,2023-01-09 22:30:10.102505,USD Coin,36,9,55,100
1784,2023-01-09 22:30:10.157122,BNB,70,11,18,99
1785,2023-01-09 22:30:10.192684,XRP,36,15,49,100
1786,2023-01-09 22:30:10.237845,Binance USD,13,58,29,100
1787,2023-01-09 22:30:10.281735,Cardano,51,16,32,99
1788,2023-01-09 22:30:10.337623,Dogecoin,82,5,13,100
1789,2023-01-09 22:30:10.383158,Polygon,69,4,26,99
1790,2023-01-09 23:00:10.458160,Bitcoin,50,14,36,100
1791,2023-01-09 23:00:10.497206,Ethereum,58,8,34,100
1792,2023-01-09 23:00:10.535420,Tether,10,2,88,100
1793,2023-01-09 23:00:10.589819,USD Coin,36,9,55,100
1794,2023-01-09 23:00:10.633980,BNB,45,12,43,100
1795,2023-01-09 23:00:10.672166,XRP,48,9,43,100
1796,2023-01-09 23:00:10.716955,Binance USD,12,55,33,100
1797,2023-01-09 23:00:10.757796,Cardano,45,13,42,100
1798,2023-01-09 23:00:10.813723,Dogecoin,91,3,6,100
1799,2023-01-09 23:00:10.859406,Polygon,47,4,49,100
1800,2023-01-09 23:30:08.161717,Bitcoin,49,13,38,100
1801,2023-01-09 23:30:08.200249,Ethereum,58,7,35,100
1802,2023-01-09 23:30:08.238936,Tether,17,5,78,100
1803,2023-01-09 23:30:08.293665,USD Coin,38,9,53,100
1804,2023-01-09 23:30:08.337381,BNB,36,16,48,100
1805,2023-01-09 23:30:08.371476,XRP,33,14,53,100
1806,2023-01-09 23:30:08.415674,Binance USD,10,56,34,100
1807,2023-01-09 23:30:08.456347,Cardano,55,7,38,100
1808,2023-01-09 23:30:08.508577,Dogecoin,81,5,14,100
1809,2023-01-09 23:30:08.551868,Polygon,35,6,59,100
1810,2023-01-10 00:00:10.259941,Bitcoin,45,15,40,100
1811,2023-01-10 00:00:10.298643,Ethereum,48,7,45,100
1812,2023-01-10 00:00:10.337722,Tether,23,6,71,100
1813,2023-01-10 00:00:10.392605,USD Coin,37,13,50,100
1814,2023-01-10 00:00:10.441545,BNB,56,18,26,100
1815,2023-01-10 00:00:10.476547,XRP,33,8,59,100
1816,2023-01-10 00:00:10.519309,Binance USD,8,46,46,100
1817,2023-01-10 00:00:10.559516,Cardano,47,9,44,100
1818,2023-01-10 00:00:10.612167,Dogecoin,79,5,16,100
1819,2023-01-10 00:00:10.657261,Polygon,43,11,46,100
1820,2023-01-10 00:30:09.895559,Bitcoin,67,8,25,100
1821,2023-01-10 00:30:09.933931,Ethereum,47,12,41,100
1822,2023-01-10 00:30:09.976632,Tether,31,9,60,100
1823,2023-01-10 00:30:10.031733,USD Coin,35,12,53,100
1824,2023-01-10 00:30:10.076781,BNB,39,18,43,100
1825,2023-01-10 00:30:10.112500,XRP,43,8,49,100
1826,2023-01-10 00:30:10.156603,Binance USD,8,40,52,100
1827,2023-01-10 00:30:10.198303,Cardano,45,14,41,100
1828,2023-01-10 00:30:10.239461,Dogecoin,71,8,21,100
1829,2023-01-10 00:30:10.288419,Polygon,56,4,40,100
1830,2023-01-10 01:00:10.350094,Bitcoin,61,8,31,100
1831,2023-01-10 01:00:10.387819,Ethereum,55,4,41,100
1832,2023-01-10 01:00:10.430812,Tether,37,11,52,100
1833,2023-01-10 01:00:10.478072,BNB,60,12,28,100
1834,2023-01-10 01:00:10.533337,USD Coin,36,12,52,100
1835,2023-01-10 01:00:10.568257,XRP,26,16,58,100
1836,2023-01-10 01:00:10.613073,Binance USD,5,46,49,100
1837,2023-01-10 01:00:10.653942,Cardano,50,10,40,100
1838,2023-01-10 01:00:10.703927,Dogecoin,84,4,12,100
1839,2023-01-10 01:00:10.756887,Polygon,66,9,25,100
1840,2023-01-10 01:30:08.625978,Bitcoin,70,11,19,100
1841,2023-01-10 01:30:08.664734,Ethereum,69,7,24,100
1842,2023-01-10 01:30:08.707628,Tether,44,13,43,100
1843,2023-01-10 01:30:08.748626,BNB,58,15,27,100
1844,2023-01-10 01:30:08.804249,USD Coin,39,12,49,100
1845,2023-01-10 01:30:08.838470,XRP,33,12,55,100
1846,2023-01-10 01:30:08.884489,Binance USD,8,42,50,100
1847,2023-01-10 01:30:08.923045,Cardano,44,19,37,100
1848,2023-01-10 01:30:08.980201,Dogecoin,87,2,11,100
1849,2023-01-10 01:30:09.026869,Polygon,40,16,44,100
1850,2023-01-10 02:00:10.516942,Bitcoin,48,10,42,100
1851,2023-01-10 02:00:10.557415,Ethereum,62,3,35,100
1852,2023-01-10 02:00:10.601405,Tether,48,15,37,100
1853,2023-01-10 02:00:10.648183,BNB,71,12,16,99
1854,2023-01-10 02:00:10.704913,USD Coin,40,12,48,100
1855,2023-01-10 02:00:10.740865,XRP,33,19,48,100
1856,2023-01-10 02:00:10.787961,Binance USD,7,43,50,100
1857,2023-01-10 02:00:10.831310,Cardano,42,8,50,100
1858,2023-01-10 02:00:10.890225,Dogecoin,91,4,5,100
1859,2023-01-10 02:00:10.938173,Polygon,65,7,28,100
1860,2023-01-10 02:30:07.943153,Bitcoin,57,9,34,100
1861,2023-01-10 02:30:07.981781,Ethereum,63,5,32,100
1862,2023-01-10 02:30:08.025212,Tether,48,13,39,100
1863,2023-01-10 02:30:08.073524,BNB,67,11,22,100
1864,2023-01-10 02:30:08.127931,USD Coin,41,12,47,100
1865,2023-01-10 02:30:08.160472,XRP,35,5,53,93
1866,2023-01-10 02:30:08.206267,Binance USD,7,43,50,100
1867,2023-01-10 02:30:08.247282,Cardano,50,12,38,100
1868,2023-01-10 02:30:08.307350,Dogecoin,97,1,2,100
1869,2023-01-10 02:30:08.353921,Polygon,50,16,34,100
1870,2023-01-10 03:00:11.230633,Bitcoin,41,9,50,100
1871,2023-01-10 03:00:11.271680,Ethereum,25,10,65,100
1872,2023-01-10 03:00:11.314724,Tether,46,13,40,99
1873,2023-01-10 03:00:11.364706,BNB,68,1,31,100
1874,2023-01-10 03:00:11.419702,USD Coin,42,12,46,100
1875,2023-01-10 03:00:11.452315,XRP,23,10,67,100
1876,2023-01-10 03:00:11.498815,Binance USD,7,44,49,100
1877,2023-01-10 03:00:11.539656,Cardano,41,15,44,100
1878,2023-01-10 03:00:11.599407,Dogecoin,95,0,5,100
1879,2023-01-10 03:00:11.646972,Polygon,42,5,52,99
1880,2023-01-10 03:30:08.181501,Bitcoin,44,13,43,100
1881,2023-01-10 03:30:08.220081,Ethereum,22,5,73,100
1882,2023-01-10 03:30:08.263998,Tether,40,16,43,99
1883,2023-01-10 03:30:08.318602,USD Coin,43,10,47,100
1884,2023-01-10 03:30:08.366966,BNB,53,22,25,100
1885,2023-01-10 03:30:08.402105,XRP,36,10,54,100
1886,2023-01-10 03:30:08.448259,Binance USD,6,46,48,100
1887,2023-01-10 03:30:08.486522,Cardano,45,12,43,100
1888,2023-01-10 03:30:08.542279,Dogecoin,91,2,7,100
1889,2023-01-10 03:30:08.589969,Polygon,44,6,50,100
1890,2023-01-10 04:00:11.017540,Bitcoin,45,8,47,100
1891,2023-01-10 04:00:11.060609,Ethereum,28,15,57,100
1892,2023-01-10 04:00:11.104229,Tether,39,18,41,98
1893,2023-01-10 04:00:11.159102,USD Coin,44,9,47,100
1894,2023-01-10 04:00:11.215799,BNB,71,5,24,100
1895,2023-01-10 04:00:11.248147,XRP,29,13,57,99
1896,2023-01-10 04:00:11.293751,Binance USD,5,50,45,100
1897,2023-01-10 04:00:11.334409,Cardano,29,11,60,100
1898,2023-01-10 04:00:11.392968,Dogecoin,99,0,1,100
1899,2023-01-10 04:00:11.443592,Polygon,49,9,42,100
1900,2023-01-10 04:30:07.862154,Bitcoin,58,11,31,100
1901,2023-01-10 04:30:07.905065,Ethereum,33,6,61,100
1902,2023-01-10 04:30:07.947131,Tether,41,19,38,98
1903,2023-01-10 04:30:08.001965,USD Coin,44,9,47,100
1904,2023-01-10 04:30:08.048568,BNB,59,5,36,100
1905,2023-01-10 04:30:08.091877,XRP,64,1,35,100
1906,2023-01-10 04:30:08.137773,Binance USD,5,49,46,100
1907,2023-01-10 04:30:08.176306,Cardano,39,10,51,100
1908,2023-01-10 04:30:08.230504,Dogecoin,81,1,18,100
1909,2023-01-10 04:30:08.274155,Polygon,48,6,46,100
1910,2023-01-10 05:00:10.321228,Bitcoin,47,13,40,100
1911,2023-01-10 05:00:10.365640,Ethereum,39,9,52,100
1912,2023-01-10 05:00:10.407945,Tether,37,18,43,98
1913,2023-01-10 05:00:10.462807,USD Coin,44,10,46,100
1914,2023-01-10 05:00:10.507757,BNB,56,8,36,100
1915,2023-01-10 05:00:10.552434,XRP,72,0,27,99
1916,2023-01-10 05:00:10.603749,Binance USD,5,62,33,100
1917,2023-01-10 05:00:10.642966,Cardano,48,8,44,100
1918,2023-01-10 05:00:10.696981,Dogecoin,82,5,13,100
1919,2023-01-10 05:00:10.748614,Polygon,59,9,32,100
1920,2023-01-10 05:30:07.733014,Bitcoin,61,7,32,100
1921,2023-01-10 05:30:07.777095,Ethereum,31,8,61,100
1922,2023-01-10 05:30:07.820258,Tether,39,18,41,98
1923,2023-01-10 05:30:07.875322,USD Coin,43,10,47,100
1924,2023-01-10 05:30:07.921833,BNB,62,3,35,100
1925,2023-01-10 05:30:07.957056,XRP,35,13,52,100
1926,2023-01-10 05:30:08.008439,Binance USD,5,66,29,100
1927,2023-01-10 05:30:08.050417,Cardano,49,8,43,100
1928,2023-01-10 05:30:08.108970,Dogecoin,91,3,6,100
1929,2023-01-10 05:30:08.159713,Polygon,44,13,43,100
1930,2023-01-10 06:00:11.365145,Bitcoin,66,4,30,100
1931,2023-01-10 06:00:11.405208,Ethereum,25,12,63,100
1932,2023-01-10 06:00:11.451623,Tether,43,19,37,99
1933,2023-01-10 06:00:11.507072,USD Coin,44,11,45,100
1934,2023-01-10 06:00:11.562901,BNB,79,0,21,100
1935,2023-01-10 06:00:11.600364,XRP,42,11,47,100
1936,2023-01-10 06:00:11.651722,Binance USD,7,70,23,100
1937,2023-01-10 06:00:11.692681,Cardano,44,10,46,100
1938,2023-01-10 06:00:11.752755,Dogecoin,97,1,2,100
1939,2023-01-10 06:00:11.803035,Polygon,50,7,43,100
1940,2023-01-10 06:30:08.669252,Bitcoin,63,6,30,99
1941,2023-01-10 06:30:08.713246,Ethereum,32,13,55,100
1942,2023-01-10 06:30:08.754456,Tether,36,8,56,100
1943,2023-01-10 06:30:08.805577,BNB,74,10,16,100
1944,2023-01-10 06:30:08.861231,USD Coin,45,11,44,100
1945,2023-01-10 06:30:08.895501,XRP,35,14,51,100
1946,2023-01-10 06:30:08.946353,Binance USD,8,71,21,100
1947,2023-01-10 06:30:08.988102,Cardano,40,12,48,100
1948,2023-01-10 06:30:09.046749,Dogecoin,93,0,7,100
1949,2023-01-10 06:30:09.094577,Polygon,50,4,46,100
1950,2023-01-10 07:00:09.561695,Bitcoin,61,7,32,100
1951,2023-01-10 07:00:09.608025,Ethereum,41,6,53,100
1952,2023-01-10 07:00:09.647988,Tether,32,13,55,100
1953,2023-01-10 07:00:09.694668,BNB,64,5,31,100
1954,2023-01-10 07:00:09.750621,USD Coin,45,11,44,100
1955,2023-01-10 07:00:09.786566,XRP,34,11,55,100
1956,2023-01-10 07:00:09.837569,Binance USD,8,72,20,100
1957,2023-01-10 07:00:09.879426,Cardano,36,13,51,100
1958,2023-01-10 07:00:09.935005,Dogecoin,81,2,17,100
1959,2023-01-10 07:00:09.984404,Polygon,36,10,54,100
1960,2023-01-10 07:30:07.700217,Bitcoin,63,6,31,100
1961,2023-01-10 07:30:07.743763,Ethereum,35,5,60,100
1962,2023-01-10 07:30:07.782877,Tether,29,12,59,100
1963,2023-01-10 07:30:07.831073,BNB,67,6,27,100
1964,2023-01-10 07:30:07.887224,USD Coin,45,11,44,100
1965,2023-01-10 07:30:07.922579,XRP,31,14,55,100
1966,2023-01-10 07:30:07.973109,Binance USD,10,68,22,100
1967,2023-01-10 07:30:08.015308,Cardano,43,13,44,100
1968,2023-01-10 07:30:08.068074,Dogecoin,75,3,22,100
1969,2023-01-10 07:30:08.117880,Polygon,42,6,52,100
1970,2023-01-10 08:00:10.815282,Bitcoin,56,8,36,100
1971,2023-01-10 08:00:10.858343,Ethereum,35,5,60,100
1972,2023-01-10 08:00:10.900486,Tether,29,15,56,100
1973,2023-01-10 08:00:10.952896,BNB,77,7,16,100
1974,2023-01-10 08:00:11.008131,USD Coin,45,11,44,100
1975,2023-01-10 08:00:11.044426,XRP,27,18,55,100
1976,2023-01-10 08:00:11.094664,Binance USD,8,68,24,100
1977,2023-01-10 08:00:11.135257,Cardano,41,12,47,100
1978,2023-01-10 08:00:11.191215,Dogecoin,81,3,16,100
1979,2023-01-10 08:00:11.243250,Polygon,46,7,47,100
1980,2023-01-10 08:30:07.896193,Bitcoin,60,11,29,100
1981,2023-01-10 08:30:07.936997,Ethereum,23,7,70,100
1982,2023-01-10 08:30:07.981399,Tether,48,11,40,99
1983,2023-01-10 08:30:08.031726,BNB,69,15,14,98
1984,2023-01-10 08:30:08.086812,USD Coin,45,12,43,100
1985,2023-01-10 08:30:08.121474,XRP,28,11,50,89
1986,2023-01-10 08:30:08.171824,Binance USD,8,67,25,100
1987,2023-01-10 08:30:08.214101,Cardano,50,11,38,99
1988,2023-01-10 08:30:08.271339,Dogecoin,84,2,14,100
1989,2023-01-10 08:30:08.319946,Polygon,54,7,39,100
1990,2023-01-10 09:00:09.410484,Bitcoin,56,15,29,100
1991,2023-01-10 09:00:09.452896,Ethereum,32,14,54,100
1992,2023-01-10 09:00:09.499657,Tether,52,15,31,98
1993,2023-01-10 09:00:09.548869,BNB,76,11,13,100
1994,2023-01-10 09:00:09.605184,USD Coin,46,12,42,100
1995,2023-01-10 09:00:09.641725,XRP,35,8,57,100
1996,2023-01-10 09:00:09.692822,Binance USD,10,67,23,100
1997,2023-01-10 09:00:09.732247,Cardano,43,18,39,100
1998,2023-01-10 09:00:09.787841,Dogecoin,81,1,18,100
1999,2023-01-10 09:00:09.839588,Polygon,52,7,41,100
2000,2023-01-10 09:30:07.653389,Bitcoin,47,19,34,100
2001,2023-01-10 09:30:07.695954,Ethereum,44,4,51,99
2002,2023-01-10 09:30:07.741692,Tether,56,12,30,98
2003,2023-01-10 09:30:07.789510,BNB,51,6,43,100
2004,2023-01-10 09:30:07.846055,USD Coin,48,12,40,100
2005,2023-01-10 09:30:07.878690,XRP,30,19,51,100
2006,2023-01-10 09:30:07.930185,Binance USD,12,67,21,100
2007,2023-01-10 09:30:07.972343,Cardano,31,17,52,100
2008,2023-01-10 09:30:08.029662,Dogecoin,88,0,12,100
2009,2023-01-10 09:30:08.081758,Polygon,64,2,34,100
2010,2023-01-10 10:00:08.271820,Bitcoin,46,9,45,100
2011,2023-01-10 10:00:08.311988,Ethereum,34,9,57,100
2012,2023-01-10 10:00:08.354004,Tether,55,13,31,99
2013,2023-01-10 10:00:08.405600,BNB,79,4,17,100
2014,2023-01-10 10:00:08.461034,USD Coin,48,12,40,100
2015,2023-01-10 10:00:08.492673,XRP,25,14,61,100
2016,2023-01-10 10:00:08.543366,Binance USD,13,67,20,100
2017,2023-01-10 10:00:08.584264,Cardano,57,8,35,100
2018,2023-01-10 10:00:08.640825,Dogecoin,88,2,10,100
2019,2023-01-10 10:00:08.688160,Polygon,54,2,44,100
2020,2023-01-10 10:30:08.439533,Bitcoin,55,17,28,100
2021,2023-01-10 10:30:08.478990,Ethereum,37,5,58,100
2022,2023-01-10 10:30:08.522050,Tether,44,19,37,100
2023,2023-01-10 10:30:08.571954,BNB,48,4,48,100
2024,2023-01-10 10:30:08.627249,USD Coin,47,13,40,100
2025,2023-01-10 10:30:08.661533,XRP,35,15,50,100
2026,2023-01-10 10:30:08.712355,Binance USD,14,63,23,100
2027,2023-01-10 10:30:08.751937,Cardano,52,12,36,100
2028,2023-01-10 10:30:08.812106,Dogecoin,96,0,4,100
2029,2023-01-10 10:30:08.859482,Polygon,42,6,52,100
2030,2023-01-10 11:00:08.879636,Bitcoin,48,16,36,100
2031,2023-01-10 11:00:08.923687,Ethereum,50,8,42,100
2032,2023-01-10 11:00:08.966854,Tether,43,21,36,100
2033,2023-01-10 11:00:09.016867,BNB,67,10,23,100
2034,2023-01-10 11:00:09.072135,USD Coin,47,13,40,100
2035,2023-01-10 11:00:09.107811,XRP,41,9,50,100
2036,2023-01-10 11:00:09.157574,Binance USD,15,61,24,100
2037,2023-01-10 11:00:09.197489,Cardano,55,10,35,100
2038,2023-01-10 11:00:09.257777,Dogecoin,95,1,4,100
2039,2023-01-10 11:00:09.301075,Polygon,41,12,47,100
2040,2023-01-10 11:30:08.665229,Bitcoin,65,10,25,100
2041,2023-01-10 11:30:08.708391,Ethereum,32,9,59,100
2042,2023-01-10 11:30:08.752554,Tether,36,21,43,100
2043,2023-01-10 11:30:08.798119,BNB,56,6,38,100
2044,2023-01-10 11:30:08.853949,USD Coin,46,13,41,100
2045,2023-01-10 11:30:08.889465,XRP,32,11,57,100
2046,2023-01-10 11:30:08.939965,Binance USD,15,59,26,100
2047,2023-01-10 11:30:08.983407,Cardano,49,19,32,100
2048,2023-01-10 11:30:09.041909,Dogecoin,96,0,4,100
2049,2023-01-10 11:30:09.089599,Polygon,42,11,47,100
2050,2023-01-10 12:00:09.890348,Bitcoin,62,9,29,100
2051,2023-01-10 12:00:09.934073,Ethereum,50,5,45,100
2052,2023-01-10 12:00:09.973421,Tether,37,16,47,100
2053,2023-01-10 12:00:10.021581,BNB,63,2,35,100
2054,2023-01-10 12:00:10.076063,USD Coin,45,13,42,100
2055,2023-01-10 12:00:10.107432,XRP,27,6,59,92
2056,2023-01-10 12:00:10.156479,Binance USD,15,64,21,100
2057,2023-01-10 12:00:10.195933,Cardano,41,6,53,100
2058,2023-01-10 12:00:10.252308,Dogecoin,85,0,15,100
2059,2023-01-10 12:00:10.303738,Polygon,63,5,32,100
2060,2023-01-10 12:30:08.927475,Bitcoin,63,10,27,100
2061,2023-01-10 12:30:08.971909,Ethereum,44,6,50,100
2062,2023-01-10 12:30:09.011867,Tether,27,21,52,100
2063,2023-01-10 12:30:09.064516,BNB,82,1,17,100
2064,2023-01-10 12:30:09.120159,USD Coin,48,9,43,100
2065,2023-01-10 12:30:09.153798,XRP,27,11,62,100
2066,2023-01-10 12:30:09.203527,Binance USD,15,62,23,100
2067,2023-01-10 12:30:09.242768,Cardano,41,14,45,100
2068,2023-01-10 12:30:09.292752,Dogecoin,70,7,23,100
2069,2023-01-10 12:30:09.341684,Polygon,65,11,24,100
2070,2023-01-10 13:00:10.401648,Bitcoin,63,16,21,100
2071,2023-01-10 13:00:10.445034,Ethereum,33,17,50,100
2072,2023-01-10 13:00:10.485446,Tether,36,20,44,100
2073,2023-01-10 13:00:10.538728,BNB,71,8,21,100
2074,2023-01-10 13:00:10.593725,USD Coin,47,9,44,100
2075,2023-01-10 13:00:10.628692,XRP,35,10,55,100
2076,2023-01-10 13:00:10.678568,Binance USD,16,63,21,100
2077,2023-01-10 13:00:10.719898,Cardano,48,15,37,100
2078,2023-01-10 13:00:10.778426,Dogecoin,89,5,6,100
2079,2023-01-10 13:00:10.830142,Polygon,49,12,39,100
2080,2023-01-10 13:30:09.389399,Bitcoin,54,5,41,100
2081,2023-01-10 13:30:09.430930,Ethereum,34,9,57,100
2082,2023-01-10 13:30:09.472105,Tether,37,17,46,100
2083,2023-01-10 13:30:09.527240,USD Coin,45,12,43,100
2084,2023-01-10 13:30:09.571292,BNB,68,8,24,100
2085,2023-01-10 13:30:09.603337,XRP,38,12,50,100
2086,2023-01-10 13:30:09.652520,Binance USD,14,63,23,100
2087,2023-01-10 13:30:09.693084,Cardano,48,9,43,100
2088,2023-01-10 13:30:09.750053,Dogecoin,85,2,13,100
2089,2023-01-10 13:30:09.794402,Polygon,46,12,41,99
2090,2023-01-10 14:00:12.852840,Bitcoin,50,18,32,100
2091,2023-01-10 14:00:12.896928,Ethereum,32,12,56,100
2092,2023-01-10 14:00:12.936269,Tether,43,14,43,100
2093,2023-01-10 14:00:12.991562,USD Coin,45,12,43,100
2094,2023-01-10 14:00:13.039989,BNB,69,7,24,100
2095,2023-01-10 14:00:13.073972,XRP,32,17,51,100
2096,2023-01-10 14:00:13.122988,Binance USD,14,63,23,100
2097,2023-01-10 14:00:13.163073,Cardano,35,36,29,100
2098,2023-01-10 14:00:13.220523,Dogecoin,91,0,9,100
2099,2023-01-10 14:00:13.263078,Polygon,47,8,45,100
2100,2023-01-10 14:30:10.632668,Bitcoin,55,10,35,100
2101,2023-01-10 14:30:10.672491,Ethereum,30,5,65,100
2102,2023-01-10 14:30:10.711813,Tether,34,16,50,100
2103,2023-01-10 14:30:10.759240,BNB,45,7,48,100
2104,2023-01-10 14:30:10.815479,USD Coin,44,13,43,100
2105,2023-01-10 14:30:10.850622,XRP,38,19,43,100
2106,2023-01-10 14:30:10.899855,Binance USD,11,65,24,100
2107,2023-01-10 14:30:10.942941,Cardano,48,17,35,100
2108,2023-01-10 14:30:10.998472,Dogecoin,82,3,15,100
2109,2023-01-10 14:30:11.042054,Polygon,56,11,33,100
2110,2023-01-10 15:00:12.077609,Bitcoin,58,14,28,100
2111,2023-01-10 15:00:12.119324,Ethereum,35,13,52,100
2112,2023-01-10 15:00:12.161062,Tether,36,15,49,100
2113,2023-01-10 15:00:12.216191,USD Coin,45,14,41,100
2114,2023-01-10 15:00:12.261004,BNB,51,9,40,100
2115,2023-01-10 15:00:12.296203,XRP,30,13,57,100
2116,2023-01-10 15:00:12.345254,Binance USD,10,69,21,100
2117,2023-01-10 15:00:12.386019,Cardano,45,14,41,100
2118,2023-01-10 15:00:12.439791,Dogecoin,80,4,16,100
2119,2023-01-10 15:00:12.489689,Polygon,75,6,19,100
2120,2023-01-10 15:30:09.974402,Bitcoin,63,5,32,100
2121,2023-01-10 15:30:10.016755,Ethereum,40,8,52,100
2122,2023-01-10 15:30:10.058529,Tether,46,19,35,100
2123,2023-01-10 15:30:10.101294,BNB,54,7,39,100
2124,2023-01-10 15:30:10.156588,USD Coin,42,14,44,100
2125,2023-01-10 15:30:10.191260,XRP,41,10,49,100
2126,2023-01-10 15:30:10.239480,Binance USD,7,71,22,100
2127,2023-01-10 15:30:10.280876,Cardano,42,9,49,100
2128,2023-01-10 15:30:10.338414,Dogecoin,88,0,12,100
2129,2023-01-10 15:30:10.383358,Polygon,52,4,44,100
2130,2023-01-10 16:00:11.665194,Bitcoin,47,10,42,99
2131,2023-01-10 16:00:11.707846,Ethereum,44,5,51,100
2132,2023-01-10 16:00:11.749583,Tether,47,26,27,100
2133,2023-01-10 16:00:11.796086,BNB,64,3,33,100
2134,2023-01-10 16:00:11.851263,USD Coin,43,15,42,100
2135,2023-01-10 16:00:11.889088,XRP,37,7,56,100
2136,2023-01-10 16:00:11.936998,Binance USD,7,67,26,100
2137,2023-01-10 16:00:11.977982,Cardano,50,10,40,100
2138,2023-01-10 16:00:12.034575,Dogecoin,88,3,9,100
2139,2023-01-10 16:00:12.077300,Polygon,42,14,44,100
2140,2023-01-10 16:30:08.981081,Bitcoin,60,6,34,100
2141,2023-01-10 16:30:09.025305,Ethereum,37,20,43,100
2142,2023-01-10 16:30:09.067721,Tether,38,32,30,100
2143,2023-01-10 16:30:09.115785,BNB,67,4,29,100
2144,2023-01-10 16:30:09.171033,USD Coin,43,14,43,100
2145,2023-01-10 16:30:09.207238,XRP,36,19,45,100
2146,2023-01-10 16:30:09.255433,Binance USD,7,66,27,100
2147,2023-01-10 16:30:09.298051,Cardano,58,11,31,100
2148,2023-01-10 16:30:09.356194,Dogecoin,92,1,7,100
2149,2023-01-10 16:30:09.401529,Polygon,57,5,38,100
2150,2023-01-10 17:00:12.137841,Bitcoin,70,7,23,100
2151,2023-01-10 17:00:12.179776,Ethereum,34,9,57,100
2152,2023-01-10 17:00:12.222013,Tether,41,24,35,100
2153,2023-01-10 17:00:12.271579,BNB,68,10,22,100
2154,2023-01-10 17:00:12.326335,USD Coin,43,14,43,100
2155,2023-01-10 17:00:12.359974,XRP,32,7,61,100
2156,2023-01-10 17:00:12.408859,Binance USD,16,62,22,100
2157,2023-01-10 17:00:12.449500,Cardano,50,14,36,100
2158,2023-01-10 17:00:12.507391,Dogecoin,94,0,6,100
2159,2023-01-10 17:00:12.551065,Polygon,56,9,35,100
2160,2023-01-10 17:30:09.686885,Bitcoin,38,13,49,100
2161,2023-01-10 17:30:09.728734,Ethereum,39,11,50,100
2162,2023-01-10 17:30:09.770785,Tether,50,15,35,100
2163,2023-01-10 17:30:09.822547,BNB,82,1,17,100
2164,2023-01-10 17:30:09.877341,USD Coin,42,13,45,100
2165,2023-01-10 17:30:09.913160,XRP,40,11,49,100
2166,2023-01-10 17:30:09.961812,Binance USD,19,57,24,100
2167,2023-01-10 17:30:10.006741,Cardano,51,12,37,100
2168,2023-01-10 17:30:10.062791,Dogecoin,86,3,11,100
2169,2023-01-10 17:30:10.103664,Polygon,43,11,46,100
2170,2023-01-10 18:00:09.389579,Bitcoin,59,17,23,99
2171,2023-01-10 18:00:09.433524,Ethereum,51,9,39,99
2172,2023-01-10 18:00:09.474136,Tether,38,10,52,100
2173,2023-01-10 18:00:09.521375,BNB,75,5,20,100
2174,2023-01-10 18:00:09.575014,USD Coin,47,12,41,100
2175,2023-01-10 18:00:09.614941,XRP,47,11,42,100
2176,2023-01-10 18:00:09.663537,Binance USD,20,51,29,100
2177,2023-01-10 18:00:09.705208,Cardano,47,12,41,100
2178,2023-01-10 18:00:09.759632,Dogecoin,88,3,9,100
2179,2023-01-10 18:00:09.808833,Polygon,63,7,30,100
2180,2023-01-10 18:30:09.883020,Bitcoin,54,5,41,100
2181,2023-01-10 18:30:09.926493,Ethereum,37,2,61,100
2182,2023-01-10 18:30:09.967515,Tether,36,9,55,100
